OBJECTID,LICENSE,APPLICANT,TRADE_NAME,ENDORSEMENTS,DESCRIPTIO,CLASS,ADDRESS,ADDRID,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,STATUS,TYPE,X,Y,WARD,ZIPCODE
157,ABRA-093572,"Kat, LLC",Cloud Restaurant & Lounge,,Tavern,C,1919 9TH STREET NW,239846,,CHECKED,,,,,,About to Expire,Tavern,397945.47,138718.34,Ward 1,20001
158,ABRA-093947,"1412 Liquors, LLC",Pipetown Traders,,Wholesaler,A,1412 PENNSYLVANIA AVENUE SE,64660,,,,,,,,Active,Wholesaler,401339.02,134714.33,Ward 6,20003
159,ABRA-095245,"Minnesota Store, LLC",Minnesota Store,,Retail - Class B,B,3728 MINNESOTA AVENUE NE,31128,,,,,,,,Active,Retail - Class B,404122.01,135919.37,Ward 7,20019
160,ABRA-095030,"INDIA GET RESTAURANT, INC.",India Gate,,Restaurant,C,2020 P STREET NW,242675,,,,,,,,Issued,Restaurant,396022,137949.81,Ward 2,20036
161,ABRA-094052,"2323 TTTDC on 18th, LLC",The Town Tavern,,Tavern,C,2323 18TH STREET NW,235598,,CHECKED,,CHECKED,,,,About to Expire,Tavern,396396.1,139162.23,Ward 1,20009
162,ABRA-094844,The Big Stick LLC,The Big Stick,,Restaurant,C,20 M STREET SE,301132,,CHECKED,,CHECKED,,,,Active,Restaurant,399314.32,134328.67,Ward 6,20003
163,ABRA-093706,La Piquette LLC,La Piquette,,Restaurant,C,3712 MACOMB STREET NW,275664,,,,CHECKED,,,,Active,Restaurant,393665.65,140603.9,Ward 3,20016
164,ABRA-093592,2446 RU LLC,Roofer's Union – Jug and Table,,Tavern,C,2442 18TH STREET NW,243167,,CHECKED,,,CHECKED,,,About to Expire,Tavern,396299.8,139321.83,Ward 1,20009
165,ABRA-094391,"Ris at Union Market, LLC",Ris at Union Market,,Tavern,D,1309 5TH STREET NE,301991,,,,,CHECKED,,,Safekeeping,Tavern,400203.8,137872.89,Ward 5,20002
166,ABRA-094175,4Corner Inc,4Corner,,Retail - Grocery,B,440 KENNEDY STREET NW,248741,,,,,,,,Active,Retail - Grocery,398316.78,143148.83,Ward 4,20011
167,ABRA-094424,"Smith Public Trust DC,",Smith Public Trust,,Tavern,C,3514 12TH STREET NE,302091,,CHECKED,,,,,,About to Expire,Tavern,400762.76,140567.3,Ward 5,20017
168,ABRA-094244,"RCX, LLC",Stadium Club,,Nightclub,C,2127 QUEENS CHAPEL ROAD NE,51442,,,,,CHECKED,,,About to Expire,Nightclub,402403.35,139085.95,Ward 5,20018
169,ABRA-093939,"Macon-DC, LLC",Macon-DC,,Restaurant,C,5520 CONNECTICUT AVENUE NW,285232,,,,CHECKED,,,,Active,Restaurant,393469.81,143976.6,Ward 3,20015
170,ABRA-097825,"Jos. A. Magnus & Co., LLC",Jos. A. Magnus & Co.,,Manufacturer,A,2052 WEST VIRGINIA AVENUE NE,52236,,,CHECKED,,,CHECKED,,Active,Manufacturer,401611.77,138552.01,Ward 5,20002
171,ABRA-093687,"Radici Uno (One Root), LLC",Radici,,Retail - Grocery,B,301 7TH STREET SE,150587,,,,,,,,Active,Retail - Grocery,400315.96,135341.15,Ward 6,20003
172,ABRA-093739,"Radici Uno (One Root), LLC",Radici,,Restaurant,D,301 7TH STREET SE,150587,,CHECKED,,CHECKED,,,,Active,Restaurant,400315.96,135341.15,Ward 6,20003
173,ABRA-094605,"RMG, Inc.",World Wine and Spirits,,Retail - Liquor Store,A,1453 PENNSYLVANIA AVENUE SE,62886,,,,,,CHECKED,,Active,Retail - Liquor Store,401400.58,134609.69,Ward 6,20003
174,ABRA-097661,CB118 LLC,Char Bar Restaurant and Eli's Market,,Restaurant,D,2142 L STREET NW,302238,,,,,,,,Issued,Restaurant,395807.62,137303.84,Ward 2,20037
175,ABRA-096125,Hans Pedr' LLC,Hans Pedr' Kaffe & Restaurant,,Restaurant,D,1781 FLORIDA AVENUE NW,279382,,CHECKED,,CHECKED,,,,About to Expire,Restaurant,396453.6,138846.56,Ward 1,20009
176,ABRA-097053,"Shabby, LLC",Due South,,Restaurant,C,301 WATER STREET SE,310693,,CHECKED,,,CHECKED,,,Active,Restaurant,399863.13,133963.89,Ward 6,20003
177,ABRA-095147,Passion Food Nine LLC,Penn Commons,,Restaurant,C,700 6TH STREET NW,302332,,,,CHECKED,,,,Active,Restaurant,398249.45,136787.17,Ward 2,20001
178,ABRA-096296,"CMSA, LLC",Convivial,,Restaurant,C,801 O STREET NW,310643,,,,,CHECKED,,,Active,Restaurant,397994.48,137877.39,Ward 6,20001
179,ABRA-094229,"Sole Properties, LLC",Hamilton Liquors,,Retail - Liquor Store,A,5205 GEORGIA AVENUE NW,251692,,,,,,CHECKED,,Active,Retail - Liquor Store,397634.6,142807.36,Ward 4,20011
180,ABRA-096402,"Cave Mezze Grilll Chinatown, LLC",Cava Mezze Grill,,Restaurant,C,707 H STREET NW,243248,,,,,,,,Active,Restaurant,398061.57,136906.18,Ward 2,20001
181,ABRA-094321,"Colony Club, LLC",Colony Club,,Tavern,C,3118 GEORGIA AVENUE NW,242815,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397952.62,140189.27,Ward 1,20010
182,ABRA-094546,"Busboys of Brookland, LLC",Busboys & Poets,,Restaurant,C,625 MONROE STREET NE,309938,,CHECKED,,,CHECKED,,,Active,Restaurant,400256.57,140463.91,Ward 5,20017
183,ABRA-095003,"It Takes Two, LLC",Dino's Grotto,,Tavern,C,1914 9TH STREET NW,239494,,CHECKED,,,,,,About to Expire,Tavern,397899.35,138685.46,Ward 1,20001
184,ABRA-094127,Bella Market LLC,Economy Market,,Retail - Grocery,B,1804 D STREET NE,56044,,,,,,,,Active,Retail - Grocery,401847.25,136349.87,Ward 6,20002
185,ABRA-095815,"Beau Thai Shaw, LLC",Beau Thai,,Restaurant,C,1550 7TH STREET NW,310193,,,,CHECKED,,,,Active,Restaurant,398075.5,138055.13,Ward 6,20001
186,ABRA-098205,"Only Paradise Restaurant, Inc.",Golden Paradise Restaurant,,Restaurant,C,3903 14TH STREET NW,225129,,CHECKED,,,,,,Active,Restaurant,397186.3,141220.19,Ward 4,20011
187,ABRA-094018,"Carlson Restaurant Group, LLC",The Royal,,Tavern,C,501 FLORIDA AVENUE NW,229897,,,,CHECKED,,,,About to Expire,Tavern,398390.69,138570.25,Ward 1,20001
188,ABRA-094610,Washington DC Asian Food Corporation,Sushi Keiko,,Restaurant,C,2309 WISCONSIN AVENUE NW,284340,,,,,,,,Active,Restaurant,393807.42,139196.48,Ward 3,20007
189,ABRA-094777,Gill Investment Group,Noelia,,Restaurant,C,1319 F STREET NW,243088,,CHECKED,,,,,,About to Expire,Restaurant,397346.13,136639.86,Ward 2,20004
190,ABRA-100533,"Mango Concepts, LLC",Mango Tree,,Restaurant,C,929 H STREET NW,311805,,CHECKED,,CHECKED,,,,Active,Restaurant,397859.59,136910.93,Ward 2,20001
191,ABRA-094776,"Texas Convenience Store, Inc.",Texas Grocery Store,,Retail - Liquor Store,A,4350 TEXAS AVENUE SE,22871,,,,,,,,Active,Retail - Liquor Store,405017.7,135060.19,Ward 7,20019
192,ABRA-101343,"REPUBLIC RESTORATIVES, LLC",REPUBLIC RESTORATIVES,,Manufacturer,A,1369 NEW YORK AVENUE NE,65754,,,CHECKED,,,CHECKED,,Active,Manufacturer,401276.4,138602.84,Ward 5,20002
193,ABRA-097260,"Sticky Fingers Bakery Bistro, LLC",Fare Well,,Restaurant,C,406 H STREET NE,27206,,,,,,,,Active,Restaurant,399986.13,136951.71,Ward 6,20002
194,ABRA-096780,"Hugomar, LLC",Wide World Of Wines,,Retail - Liquor Store,A,2201 WISCONSIN AVENUE NW,275554,,,,,,CHECKED,,Active,Retail - Liquor Store,393904.31,139041.44,Ward 3,20007
195,ABRA-094783,"Wade Road, Inc.",Charles Corner,,Retail - Grocery,B,2600 WADE ROAD SE,278190,,,,,,,,Active,Retail - Grocery,400324.55,132446.53,Ward 8,20020
196,ABRA-098370,Anyado Group LLC,XO Restaurant & Lounge,,Tavern,C,1426 L STREET NW,218272,,CHECKED,,,,,,About to Expire,Tavern,397039.66,137303.05,Ward 2,20005
197,ABRA-097321,Madidus LLC,Madidus LLC,,Wholesaler,A,2215 5TH STREET NE,286729,,,,,,,,Issued,Wholesaler,400073.59,139071.34,Ward 5,20002
198,ABRA-094764,"Tipsy Peacock, LLC","Tipsy Peacock, LLC",,Tavern,C,2915 GEORGIA AVENUE NW,237950,,CHECKED,,,CHECKED,,,405.1 New Const,Tavern,398024.39,139983.72,Ward 1,20001
199,ABRA-095042,"Laliguras DC, LLC",Laliguras Indian & Nepali Bistro,,Restaurant,C,4221 CONNECTICUT AVENUE NW,309008,,,,,,,,Active,Restaurant,394552.23,141770.13,Ward 3,20008
200,ABRA-095380,"Spice Jerk, LLC",Spice a Caribbean Jerk Joint,,Restaurant,D,826 SHEPHERD STREET NW,300514,,,,CHECKED,,,,Active,Restaurant,397880.48,141302,Ward 4,20011
201,ABRA-095194,Orange Anchor 3050LLC,Orange Anchor,,Restaurant,C,3050 K STREET NW,300691,,,,,CHECKED,,,Active,Restaurant,394715.84,137122.85,Ward 2,20007
202,ABRA-095946,"Siam Rice DC, Inc.",Charmthai,,Restaurant,C,2514 L STREET NW,279595,,,,CHECKED,,,,Active,Restaurant,395317.65,137298.96,Ward 2,20037
203,ABRA-095410,Four Kicks LLC,Lunchbox,,Restaurant,C,5335 WISCONSIN AVENUE NW,303179,,,,,,,,Active,Restaurant,392646.48,143583.12,Ward 3,20015
204,ABRA-095574,Q on Conn. LLC,Fat Pete's BBQ,,Restaurant,C,3407 CONNECTICUT AVENUE NW,219253,,CHECKED,,,,,,Active,Restaurant,395012.08,140766.06,Ward 3,20008
205,ABRA-095442,Pacific District Lessee Corporation,Twelve and K Hotel Washington DC,,Hotel,C,1201 K STREET NW,243282,,,,,,,,Safekeeping,Hotel,397531.09,137229.35,Ward 2,20005
206,ABRA-095632,"NPB Group, LLC",Georgetown Piano Bar,,Tavern,C,3287 M STREET NW,285545,,CHECKED,,,,,,About to Expire,Tavern,394305.6,137496.83,Ward 2,20007
207,ABRA-097968,"Cathedral Lane, LLC",Bourbon,,Tavern,C,2321 18TH STREET NW,235597,,CHECKED,,CHECKED,CHECKED,,,About to Expire,Tavern,396394.09,139155.54,Ward 1,20009
208,ABRA-095280,"Me & Mines, LLC",Me & My Super Market,,Retail - Grocery,B,1111 H STREET NE,74122,,,,,,CHECKED,,Active,Retail - Grocery,400782.02,136895.35,Ward 6,20002
209,ABRA-095955,"HOA Restaurant Holder, LLC",Hooters,,Restaurant,C,827 7TH STREET NW,279966,,CHECKED,,,,,,Active,Restaurant,398123.38,136966.02,Ward 2,20001
210,ABRA-100526,YOSEPH & SEIFE LLC,Upshur Grocery & Deli,,Retail - Grocery,B,233 UPSHUR STREET NW,244365,,,,,,CHECKED,,Active,Retail - Grocery,398680.26,141607.12,Ward 4,20011
211,ABRA-096484,"319 Pennsylvania Ave, LLC",The Stanton,,Tavern,C,319 PENNSYLVANIA AVENUE SE,278341,,CHECKED,,CHECKED,,,,About to Expire,Tavern,399881.32,135405.41,Ward 6,20003
212,ABRA-091165,"TORO TORO DC, LLC",Toro Toro,,Restaurant,C,1300 I STREET NW,240649,,CHECKED,,CHECKED,,,,Active,Restaurant,397367.56,137015.98,Ward 2,20005
213,ABRA-091361,"Rosery Entertainment, LLC",Mama Put,,Tavern,C,3214 GEORGIA AVENUE NW,218159,,,,,CHECKED,,,About to Expire,Tavern,397948.53,140288.59,Ward 1,20010
214,ABRA-090427,"I-Thai, LLC",I-Thai,,Restaurant,C,3003 M STREET NW,299145,,,,,,,,Active,Restaurant,394854.21,137502.9,Ward 2,20007
215,ABRA-090250,"Ekho Events, Inc.",Echostage,,Nightclub,C,2135 QUEENS CHAPEL ROAD NE,286671,,,,,,,,About to Expire,Nightclub,402393.44,139115.14,Ward 5,20018
216,ABRA-091418,"Mockingbird Hill, LLC",Mockingbird Hill,,Tavern,C,1843 7TH STREET NW,279438,,,,,,,,About to Expire,Tavern,398117.1,138586.09,Ward 1,20001
217,ABRA-090241,"Charoen DC, Inc",Absolute Noodle,,Restaurant,C,772 5TH STREET NW,302658,,,,CHECKED,,,,Active,Restaurant,398335.81,136815.43,Ward 2,20001
218,ABRA-098591,Sommpicks LLC,Sommpicks (Online Only),,Retail - Liquor Store,A,4221 CONNECTICUT AVENUE NW,309008,,,,,,,,Active,Retail - Liquor Store,394552.23,141770.13,Ward 3,20008
219,ABRA-090993,"Cabo Negro, Inc.",Maxime Steak Frites & Bar,,Restaurant,C,2915 M STREET NW,279640,,CHECKED,,,,,,Active,Restaurant,394917.51,137502.27,Ward 2,20007
220,ABRA-091434,Black Whiskey LLC,Black Whiskey,,Tavern,C,1410 14TH STREET NW,240217,,CHECKED,,,,,,About to Expire,Tavern,397200.35,137935.27,Ward 2,20005
221,ABRA-090805,"CS Bond St. AB-C Holdings, LLC",Carlyle Hotel,,Hotel,C,1731 NEW HAMPSHIRE AVENUE NW,241652,,CHECKED,,,,,,Active,Hotel,396576.77,138386.85,Ward 2,20009
222,ABRA-091375,"Augustus, LLC",Paragon Thai Restaurant,,Restaurant,C,3507 CONNECTICUT AVENUE NW,284704,,,,,CHECKED,,,Active,Restaurant,394963.34,140897.34,Ward 3,20008
223,ABRA-089126,"CANAL PARK ENTERTAINMENT, LLC",Il Parco,,Restaurant,C,202 M STREET SE,309408,,,,,CHECKED,,,Issued,Restaurant,399727.09,134355.38,Ward 6,20003
224,ABRA-091061,"Red Bean System IV, Inc.",Sala Thai,,Restaurant,C,2300 WASHINGTON PLACE NE,306518,,CHECKED,,,,,,Active,Restaurant,400395.44,139171.79,Ward 5,20018
225,ABRA-099954,Esencias Panamenas LLC,Esencias Panamenas,,Restaurant,C,3322 GEORGIA AVENUE NW,218170,,CHECKED,,,,,,Active,Restaurant,397931.93,140416.83,Ward 1,20010
226,ABRA-092242,"TD Burger DC, LLC",TD Burger,,Tavern,C,250 K STREET NE,305783,,CHECKED,,,,,,About to Expire,Tavern,399788.51,137216.39,Ward 6,20002
227,ABRA-092719,Fuel 1747 Penn LLC,Custom Fuel/Fuel Pizza,,Restaurant,C,1747 PENNSYLVANIA AVENUE NW,279374,,,,CHECKED,,,,Active,Restaurant,396459.39,136863.8,Ward 2,20006
228,ABRA-092990,Darien DC LLC,Bidwell (Portable Bar),,Tavern,C,1309 5TH STREET NE,301991,,CHECKED,,,CHECKED,,,About to Expire,Tavern,400203.8,137872.89,Ward 5,20002
229,ABRA-092841,SONA CREAMERY LLC,Sona Creamery and Wine Bar,,Restaurant,C,660 PENNSYLVANIA AVENUE SE,300871,,,,CHECKED,,,,Safekeeping,Restaurant,400298.25,135258.46,Ward 6,20003
230,ABRA-092773,"Daci Enterprises, LLC",Dacha Beer Garden,,Tavern,C,1600 7TH STREET NW,311079,,CHECKED,,CHECKED,CHECKED,,,About to Expire,Tavern,398076.07,138157.68,Ward 6,20001
231,ABRA-093894,"JOE'S OF DC, LLC","Joe’s Seafood, Prime Steak and Stone Crab",,Restaurant,C,750 15TH STREET NW,310544,,,,,,,,Active,Restaurant,397057.67,136907.94,Ward 2,20005
232,ABRA-096770,Donburi LLC,Donburi DC,,Restaurant,C,2438 18TH STREET NW,235405,,,,,,,,Active,Restaurant,396297.68,139305.45,Ward 1,20009
233,ABRA-092450,"KGB Liquor, Inc.",Spar Liquor,,Retail - Liquor Store,A,3916 SOUTH CAPITOL STREET SE,29345,,,,,,,,Active,Retail - Liquor Store,399311.17,129395.33,Ward 8,20032
234,ABRA-101190,"PENN BRANCH DC, INC.",Penn Branch Liquor,,Retail - Liquor Store,A,3228 PENNSYLVANIA AVENUE SE,287773,,,,,,CHECKED,,Active,Retail - Liquor Store,403505.94,133535.38,Ward 7,20020
235,ABRA-095459,CHIKITING LLC,BAD SAINT,,Restaurant,C,3226 11TH STREET NW,284612,,,,,,,,Issued,Restaurant,397563.02,140267.72,Ward 1,20010
236,ABRA-092955,"Mad Fox Brewing Company Taproom, LLC",Mad Fox Brewing Company Taproom,,Restaurant,C,2218 WISCONSIN AVENUE NW,284291,,,,,,,,Active,Restaurant,393816.68,139080.99,Ward 3,20007
237,ABRA-093549,"Asian 328, LLC",Asia 54,,Restaurant,C,2122 P STREET NW,279550,,,,,,,,Active,Restaurant,395869.27,137950.15,Ward 2,20037
238,ABRA-093303,"Penthouse Navy Yard, LLC",Penthouse Pool and Lounge,,Tavern,C,1212 4TH STREET SE,309485,,CHECKED,,,CHECKED,,,About to Expire,Tavern,399979.03,134212.74,Ward 6,20003
239,ABRA-094804,Takorean 1212 LLC,Takorean,,Tavern,C,1212 4TH STREET SE,309485,,,,,CHECKED,,,About to Expire,Tavern,399979.03,134212.74,Ward 6,20003
240,ABRA-092785,"Kilala Enterprises, LLC",Sushi Capitol,,Restaurant,D,325 PENNSYLVANIA AVENUE SE,278366,,,,,,,,Active,Restaurant,399893.11,135399.61,Ward 6,20003
241,ABRA-093808,BIN & AB LLC,Gray's Market,,Retail - Grocery,B,3306 GEORGIA AVENUE NW,233025,,,,,,,,Active,Retail - Grocery,397935.54,140378.07,Ward 1,20010
242,ABRA-093817,Sun Rising Inc.,7 Food Store,,Retail - Grocery,B,1830 BENNING ROAD NE,55068,,,,,,,,Active,Retail - Grocery,402034.09,136810.09,Ward 5,20002
243,ABRA-093525,"Medium Rare Barracks Row, LLC","Medium Rare Barracks Row, LLC",,Restaurant,C,515 8TH STREET SE,12344,,CHECKED,,CHECKED,,,,Active,Restaurant,400404.83,134932.22,Ward 6,20003
244,ABRA-094207,"Simply Smiles, LLC",Simply Smiles,,Retail - Grocery,B,333 E STREET SW,277584,,,,,,,,Active,Retail - Grocery,398617.82,135086.41,Ward 6,20024
245,ABRA-093813,JLC INC,Towne Wine & Liquor,,Retail - Liquor Store,A,1326 WISCONSIN AVENUE NW,279069,,,,,,CHECKED,,Active,Retail - Liquor Store,394488.42,137730.65,Ward 2,20007
246,ABRA-094158,ICH Prop LLC,The Public Option,,Tavern,C,1601 RHODE ISLAND AVENUE NE,60383,CHECKED,CHECKED,,CHECKED,,,,About to Expire,Tavern,401587.01,139802.56,Ward 5,20018
247,ABRA-095964,After Peacock Room Inc.,After Peacock Room,,Restaurant,C,2622 P STREET NW,272388,,,,,,,,Safekeeping,Restaurant,395186.88,137929.88,Ward 2,20007
248,ABRA-094779,"Dream Two Liquor, Inc.",Malcolm Liquors,,Retail - Liquor Store,A,3845 MINNESOTA AVENUE NE,29733,,,,,,CHECKED,,Active,Retail - Liquor Store,404308.65,136126.96,Ward 7,20019
249,ABRA-094846,"CM-Yards, LLC",100 Montaditos,,Restaurant,D,300 TINGEY STREET SE,307287,,,,,,,,Active,Restaurant,399889.57,134154.2,Ward 6,20003
250,ABRA-094795,"Appioo, LLC",Appioo,,Restaurant,C,1924 9TH STREET NW,239490,,CHECKED,,,,,,Active,Restaurant,397902.36,138713.95,Ward 1,20001
251,ABRA-095032,Alazar Inc.,Edgewood International Wine and Spirits,,Retail - Liquor Store,A,2303 4TH STREET NE,289563,,,,,,,,Active,Retail - Liquor Store,399971.95,139163.9,Ward 5,20002
252,ABRA-095362,7th Hill Restaurant Inc.,7th Pizza,,Restaurant,C,4885 MACARTHUR BOULEVARD NW,285009,,,,CHECKED,,,,Active,Restaurant,391594.78,138895.14,Ward 3,20007
253,ABRA-101103,BT CORPORATION INC,Brookland Supermarket & Deli,,Retail - Grocery,B,2815 7TH STREET NE,44401,,,,,,,,Active,Retail - Grocery,400358.26,139805.18,Ward 5,20017
254,ABRA-072213,"Universal Daruwala, LLC",Universal Liquors,,Retail - Liquor Store,A,2018 FLORIDA AVENUE NW,277142,,,,,,CHECKED,,Active,Retail - Liquor Store,396050.54,138520.62,Ward 2,20009
255,ABRA-100341,"Wardman Wines, LLC",Wardman Wines,,Retail - Liquor Store,A,625 MONROE STREET NE,309938,,,,,,CHECKED,,Active,Retail - Liquor Store,400256.57,140463.91,Ward 5,20017
256,ABRA-096105,"Ratnakrupa, LLC",Peacock Liquors,,Retail - Liquor Store,A,1625 NEW YORK AVENUE NE,286360,,,,,,CHECKED,,Active,Retail - Liquor Store,401734.33,138787.81,Ward 5,20002
257,ABRA-096425,Social Restaurant Group LLC,Provision No. 14,,Restaurant,C,2100 14TH STREET NW,239959,,CHECKED,,,,,,Active,Restaurant,397202.86,138932.68,Ward 1,20009
258,ABRA-095905,"S & B Market, LLC",MLK Mini Market,,Retail - Grocery,B,3333 MARTIN LUTHER KING JR AVENUE SE,36102,,,,,,,,Active,Retail - Grocery,399732.55,130511.96,Ward 8,20032
259,ABRA-097488,"Fig & Olive DC, LLC",Fig & Olive,,Restaurant,C,934 PALMER ALLEY NW,312825,,CHECKED,,,CHECKED,,,Active,Restaurant,397872.01,136934.96,Ward 2,20001
260,ABRA-096294,Staples Beer & Wine Grocery LLC,Staples Beer & Wine Grocery LLC,,Retail - Liquor Store,A,1364 FLORIDA AVENUE NE,307229,,,,,,,,Safekeeping,Retail - Liquor Store,401215.64,137030.9,Ward 5,20002
261,ABRA-097479,"OutpostDC, LLC",Abakedjoint,,Restaurant,C,440 K STREET NW,309636,,,,CHECKED,,,,Active,Restaurant,398485.64,137158.67,Ward 6,20001
262,ABRA-099536,"1327 Connecticut, LLC",The Manor,,Tavern,C,1327 CONNECTICUT AVENUE NW,279072,,CHECKED,,,,,,About to Expire,Tavern,396346.22,137801.04,Ward 2,20036
263,ABRA-099505,"Cotton & Reed, Inc.",Cotton & Reed,,Manufacturer,A,1330 5TH STREET NW,218102,,,CHECKED,,,,,405.1 New Const,Manufacturer,398342.87,137798.34,Ward 6,20001
264,ABRA-097131,"Thip Khao, LLC",Thip Khao,,Restaurant,C,3460 14TH STREET NW,234578,,,,CHECKED,,,,Active,Restaurant,397137.54,140558.73,Ward 1,20010
265,ABRA-096593,"Hospitality Brothers Group, Inc.",Cafe Paradiso,,Restaurant,C,2649 CONNECTICUT AVENUE NW,219109,,,,CHECKED,,,,Active,Restaurant,395491.59,139677.89,Ward 3,20008
266,ABRA-100498,Paradise Veloce,Veloce,,Restaurant,D,1828 L STREET NW,240970,,,,CHECKED,,,,Active,Restaurant,396275.41,137296.03,Ward 2,20036
267,ABRA-096730,"Equinox SC D.C., Inc.",Equinox Sports Club,,Restaurant,C,1170 22ND STREET NW,278909,,CHECKED,,,,,,Active,Restaurant,395740.86,137442.47,Ward 2,20037
268,ABRA-097172,Terroir LLC,Kinship/Metier,,Restaurant,C,1015 7TH STREET NW,278120,,CHECKED,,,,,,Active,Restaurant,398125.42,137284.92,Ward 6,20001
269,ABRA-097573,"Ameri Thai Group, Inc.",Thai Pad,,Restaurant,C,4481 CONNECTICUT AVENUE NW,220624,,,,,,,,Active,Restaurant,394354.12,142193.23,Ward 3,20008
270,ABRA-096399,"BW Hospitality, LLC",Park Hyatt,,Hotel,C,1201 24TH STREET NW,242765,,CHECKED,,,,,,Active,Hotel,395565.69,137542.45,Ward 2,20037
271,ABRA-100647,"Farmers & Distillers DC, LLC",Farmers & Distillers,,Restaurant,C,600 MASSACHUSETTS AVENUE NW,311076,,,,CHECKED,,,,405.1 New Const,Restaurant,398219.28,137060.83,Ward 2,20001
272,ABRA-097558,"Gobind, LLC",Toscana Cafe,,Restaurant,D,601 2ND STREET NE,5721,,,,CHECKED,,,,Issued,Restaurant,399713.53,136626.87,Ward 6,20002
273,ABRA-097074,"DeSales Restaurant Group, LLC",Parlay,,Tavern,C,1827 M STREET NW,241294,,CHECKED,,,,,,About to Expire,Tavern,396283.57,137554.11,Ward 2,20036
